timestamps_col,open,high,low,close,volume,trade_count,vwap,EMA_10,DEMA_10,TEMA_10,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,RSI_14,CCI_14_0.015,ADX_14,DMP_14,DMN_14,edt_time,edt_hour,edt_scaled
2023-01-03 09:56:00+00:00,131.03,131.05,131.03,131.05,2149.0,42.0,131.04,131.05117224584373,131.08822211217654,131.0630328568962,131.0122864468913,131.06799999999998,131.12371355310867,0.0850147299244493,0.3384594143111201,61.84610060158566,-5.510142294812669,19.65869937392009,47.95653307630571,39.572757219030215,2023-01-03 04:56:00-05:00,4.933333333333334,-1.3047619047619048
2023-01-03 09:57:00+00:00,131.03,131.03,131.03,131.03,239.0,10.0,131.03,131.0473227465994,131.07448668330818,131.04578880475006,130.998250490198,131.06199999999998,131.12574950980198,0.0972814542765929,0.249017677944708,58.755943816472495,-59.88700564974364,18.585585384329026,46.12827249537374,38.06411371497988,2023-01-03 04:57:00-05:00,4.95,-1.3
2023-01-03 09:58:00+00:00,131.05,131.05,131.05,131.05,1037.0,19.0,131.05,131.04780951994496,131.07043282817125,131.04323768604712,131.00077500610058,131.052,131.1032249938994,0.078175066232351,0.4804782797640896,60.86191510742957,-38.76464323744546,18.09158512049249,48.25279763795065,36.56298927803963,2023-01-03 04:58:00-05:00,4.966666666666667,-1.2952380952380953
2023-01-03 09:59:00+00:00,131.04,131.1,131.04,131.1,2710.0,44.0,131.09,131.05729869813678,131.08357255066068,131.0643087888026,131.0007750061006,131.05200000000002,131.10322499389943,0.078175066232351,0.968521285666039,65.5920599697674,47.619047619052985,18.61842477943552,52.21731990246944,32.43093193692664,2023-01-03 04:59:00-05:00,4.983333333333333,-1.2904761904761906
2023-01-03 10:00:00+00:00,131.2,131.2,131.1,131.1,1796.0,46.0,131.16,131.06506257120282,131.09291161941275,131.07843915618113,131.0085891996224,131.06599999999997,131.12341080037754,0.0876059395687178,0.7961115310744317,65.5920599697674,175.95628415301357,20.516099162120632,60.27518451593131,26.961919769698756,2023-01-03 05:00:00-05:00,5.0,-1.2857142857142858
2023-01-03 10:01:00+00:00,131.13,131.13,131.1,131.1,902.0,22.0,131.09,131.0714148309841,131.0993977193406,131.08766611863462,131.0158668144866,131.076,131.1361331855134,0.0917531592562996,0.6995570315716555,65.5920599697674,102.9059829060437,22.1870580314041,57.16092604148063,25.56886908383896,2023-01-03 05:01:00-05:00,5.016666666666667,-1.280952380952381
2023-01-03 10:02:00+00:00,131.1,131.1,131.1,131.1,0.0,0.0,131.09,131.07661213444155,131.1037595641075,131.09347742460125,131.05000000000018,131.08999999999995,131.12999999999977,0.0610267754974341,0.6250000000008892,65.5920599697674,66.66666666667682,23.66580635179804,57.1609260414806,25.568869083838948,2023-01-03 05:02:00-05:00,5.033333333333333,-1.2761904761904763
2023-01-03 10:03:00+00:00,131.05,131.05,131.05,131.05,291.0,18.0,131.05,131.0717735645431,131.09002626798923,131.07433610512246,131.0500000000002,131.09,131.1299999999998,0.0610267754974341,-2.4841240176116305e-12,56.420366948928624,-51.3447432762932,23.632894815191253,51.970629189427385,32.32732614957241,2023-01-03 05:03:00-05:00,5.05,-1.2714285714285716
2023-01-03 10:04:00+00:00,131.06,131.06,131.06,131.06,393.0,25.0,131.06,131.06963291644433,131.0828155071831,131.0658298271679,131.0374578850975,131.082,131.1265421149025,0.0679606885804277,0.2530427097124953,57.69448567360954,-30.56255247687782,23.757995669820826,52.89193307719545,31.707220352638032,2023-01-03 05:04:00-05:00,5.066666666666666,-1.2666666666666668
2023-01-03 10:05:00+00:00,131.03,131.03,131.03,131.03,282.0,6.0,131.03,131.06242693163625,131.0673168819432,131.0466346197592,131.0122864468913,131.06799999999998,131.12371355310867,0.0850147299244493,0.1589698746564397,52.71518866226146,-90.62015503880517,23.12490150185367,49.805350199582215,35.69254121464004,2023-01-03 05:05:00-05:00,5.083333333333333,-1.261904761904762
2023-01-03 10:06:00+00:00,131.03,131.03,131.03,131.03,0.0,0.0,131.03,131.0565311258842,131.05570815324728,131.03411209268816,131.00246360509306,131.054,131.10553639490695,0.0786490987027436,0.2671548422883017,52.71518866226146,-80.67104303428648,22.556112037796737,49.805350199582186,35.69254121464002,2023-01-03 05:06:00-05:00,5.1,-1.2571428571428573
2023-01-03 10:07:00+00:00,131.07,131.07,131.07,131.07,377.0,21.0,131.08,131.05898001208706,131.06031030500466,131.04440256363725,131.0159999999999,131.048,131.0800000000001,0.0488370673342531,0.8437499999988348,58.282665074684274,10.53048297705958,22.71889348858822,53.959978051833225,32.73825771156581,2023-01-03 05:07:00-05:00,5.116666666666666,-1.2523809523809526
2023-01-03 10:08:00+00:00,131.07,131.07,130.97,131.02,3291.0,69.0,131.01,131.05189273716212,131.0471824791561,131.02922478546344,131.00321856114056,131.042,131.08078143885945,0.0591893268714535,0.2163591572797816,50.30869702849745,-95.27302363491911,20.901060622922945,44.12665330107468,44.99561175623688,2023-01-03 05:08:00-05:00,5.133333333333334,-1.2476190476190474
2023-01-03 10:09:00+00:00,130.95,131.09,130.95,131.04,2290.0,37.0,131.02,131.04973042131445,131.04410740634327,131.02866794671417,131.00359069893167,131.038,131.07240930106835,0.0525180498303342,0.5290619096855418,53.07430414892372,-78.15533980592231,19.255237753499824,34.61586482008874,35.29753329408189,2023-01-03 05:09:00-05:00,5.15,-1.2428571428571427
2023-01-03 10:10:00+00:00,131.0,131.0,130.99,130.99,958.0,17.0,130.99,131.03887034471182,131.0253841788787,131.00631840665875,130.97784638075828,131.03000000000003,131.08215361924178,0.0796056158768985,0.1165175055770675,46.1578934716454,-134.28154631655383,17.762030365674647,31.96596190895251,32.59544751006201,2023-01-03 05:10:00-05:00,5.166666666666667,-1.238095238095238
2023-01-03 10:11:00+00:00,130.99,130.99,130.99,130.99,0.0,0.0,130.99,131.0299848274915,131.01168072317503,130.99213950532686,130.96081176583675,131.02200000000002,131.0831882341633,0.093401465651979,0.2385118198163288,46.157893471645394,-125.42258282622883,16.404714909269778,31.9659619089525,32.595447510062,2023-01-03 05:11:00-05:00,5.183333333333334,-1.2333333333333332
2023-01-03 10:12:00+00:00,130.99,130.99,130.99,130.99,0.0,0.0,130.99,131.02271485885666,131.00179061735108,130.9836585995933,130.9648174794357,131.006,131.0471825205643,0.0628711976005547,0.3057428275302759,46.1578934716454,-104.88322717619792,15.168795745196704,31.96596190895249,32.59544751006199,2023-01-03 05:12:00-05:00,5.2,-1.2285714285714284
2023-01-03 10:13:00+00:00,130.88,130.88,130.88,130.88,676.0,41.0,130.89,130.99676670270088,130.9584165591598,130.92932371569256,130.8726244810212,130.978,131.0833755189788,0.1609056772569493,0.0349963589753428,33.98775182334415,-228.0622489959876,15.974089391951,26.410627288342564,44.309621640051176,2023-01-03 05:13:00-05:00,5.216666666666667,-1.2238095238095237
2023-01-03 10:14:00+00:00,130.89,130.93,130.81,130.93,1173.0,33.0,130.86,130.98462730220982,130.9433176752744,130.91709304420587,130.86691577019437,130.95600000000002,131.04508422980567,0.1360521546254465,0.3540706921037926,41.53375305316601,-173.29624478441937,17.55770336109685,21.932607942346383,46.68739372321837,2023-01-03 05:14:00-05:00,5.233333333333333,-1.219047619047619
2023-01-03 10:15:00+00:00,130.93,130.93,130.93,130.93,0.0,0.0,130.86,130.9746950654444,130.93276990423465,130.91080976895412,130.86047754792827,130.94400000000002,131.02752245207176,0.1275697276266916,0.4161902000435548,41.53375305316601,-98.37837837838876,19.005906254733368,21.932607942346376,46.68739372321836,2023-01-03 05:15:00-05:00,5.25,-1.2142857142857142
2023-01-03 10:16:00+00:00,130.93,130.93,130.93,130.93,0.0,0.0,130.86,130.96656868990905,130.92561743257218,130.9084468796023,130.86225761690272,130.932,131.00174238309725,0.1065322199267772,0.485661516633352,41.53375305316601,-84.58333333332452,20.331860612319065,21.93260794234637,46.687393723218335,2023-01-03 05:16:00-05:00,5.266666666666667,-1.2095238095238094
2023-01-03 10:17:00+00:00,130.85,130.85,130.81,130.81,954.0,20.0,130.82,130.93810165538014,130.8813048711263,130.85429171485524,130.801681391019,130.89600000000002,130.99031860898103,0.1441122860607088,0.0440984502998487,30.934036838329316,-167.0202866183117,22.71101029248474,18.09966877568396,56.004296538072,2023-01-03 05:17:00-05:00,5.283333333333333,-1.2047619047619047
2023-01-03 10:18:00+00:00,130.81,130.81,130.8,130.81,2768.0,90.0,130.8,130.91481044531102,130.84928390450133,130.82003970309748,130.76442449234588,130.882,130.99957550765413,0.1796664287741992,0.1938137821534748,30.93403683832931,-144.8354512870659,24.971609489840912,17.82018455961814,56.6836517707401,2023-01-03 05:18:00-05:00,5.3,-1.2
2023-01-03 10:19:00+00:00,130.73,130.73,130.73,130.73,330.0,25.0,130.75,130.88120854616355,130.8001034589259,130.7634303016089,130.68687424456218,130.842,130.99712575543785,0.237119205511742,0.1390025638105446,25.836063962429325,-170.50147492628466,27.541160561134188,15.727851874596992,60.30191130208153,2023-01-03 05:19:00-05:00,5.316666666666666,-1.1952380952380952
2023-01-03 10:20:00+00:00,130.73,130.73,130.73,130.73,0.0,0.0,130.75,130.85371608322473,130.76486354217124,130.72851940578988,130.65535757776078,130.802,130.9486424222392,0.2242204587685368,0.254504873485544,25.83606396242933,-137.0370370370366,29.90291012014732,15.72785187459699,60.30191130208152,2023-01-03 05:20:00-05:00,5.333333333333333,-1.1904761904761905
2023-01-03 10:21:00+00:00,130.73,130.73,130.7,130.7,2048.0,38.0,130.72,130.82576770445658,130.73020331551163,130.6949756920157,130.66513746646604,130.756,130.84686253353397,0.1389802892929809,0.191842182789905,24.10813764622881,-127.59622367465565,32.27228342369262,14.963736014375788,62.23058785857561,2023-01-03 05:21:00-05:00,5.35,-1.1857142857142857
2023-01-03 10:22:00+00:00,130.7,130.71,130.7,130.71,1290.0,29.0,130.71,130.80471903091902,130.70930834343332,130.68061149813056,130.6584371222799,130.73600000000002,130.81356287772013,0.1186557302045529,0.3323940474860146,25.88745743713577,-107.63079734976476,34.4532932636755,14.707237799467366,61.16387332397734,2023-01-03 05:22:00-05:00,5.366666666666666,-1.180952380952381
2023-01-03 10:23:00+00:00,130.71,130.71,130.68,130.68,1360.0,54.0,130.69,130.7820428434792,130.6854263094492,130.66096047066526,130.67205266807468,130.70999999999998,130.74794733192527,0.0580633951882722,0.1047152925134256,24.064636364463947,-101.42180094787132,36.59720150200614,13.935494897476987,61.45262514544073,2023-01-03 05:23:00-05:00,5.383333333333334,-1.176190476190476
2023-01-03 10:24:00+00:00,130.68,130.68,130.68,130.68,0.0,0.0,130.69,130.76348959921023,130.669259780602,130.65119504330565,130.66205266807455,130.7,130.73794733192543,0.0580678376823832,0.2364768616766044,24.064636364463947,-95.00805152978852,38.57316511927775,13.935494897476984,61.45262514544069,2023-01-03 05:24:00-05:00,5.4,-1.1714285714285713
2023-01-03 10:25:00+00:00,130.64,130.72,130.62,130.71,2262.0,65.0,130.67,130.75376421753563,130.66870996275878,130.66143700265107,130.66887068006264,130.696,130.72312931993736,0.0415151495644226,0.7580234232250542,29.79756072751012,-81.48148148145198,40.77825309627865,11.585331282618284,61.20764591880064,2023-01-03 05:25:00-05:00,5.416666666666667,-1.1666666666666665
2023-01-03 10:26:00+00:00,130.71,130.72,130.6,130.6,6313.0,73.0,130.64,130.7258070870746,130.63334322642544,130.62133021789634,130.59540223327977,130.676,130.7565977667202,0.123355117573567,0.0285229163742488,22.954430909330917,-100.76982294074536,42.925158513208665,9.512216464850448,53.23734607730971,2023-01-03 05:26:00-05:00,5.433333333333334,-1.1619047619047618
2023-01-03 10:27:00+00:00,130.62,130.62,130.6,130.6,1254.0,14.0,130.61,130.70293307124285,130.6085657177585,130.59717948936952,130.5631374664655,130.654,130.7448625335345,0.1390887895273089,0.2028478191206533,22.954430909330917,-112.79448132237246,44.90694978285826,9.216210331783426,51.58067846410659,2023-01-03 05:27:00-05:00,5.45,-1.157142857142857
2023-01-03 10:28:00+00:00,130.63,130.63,130.6,130.6,1600.0,19.0,130.6,130.6842179673805,130.5916959568241,130.58388977781055,130.54300526330198,130.638,130.73299473669803,0.1454320131937521,0.2999889187502739,22.954430909330917,-104.52851820005009,46.40092605685375,10.370514152463842,49.11190247367612,2023-01-03 05:28:00-05:00,5.466666666666667,-1.1523809523809523
2023-01-03 10:29:00+00:00,130.6,130.6,130.6,130.6,1021.0,29.0,130.6,130.66890560967494,130.58067749018787,130.57780380005167,130.53399999999803,130.622,130.71000000000194,0.1347399366139778,0.3750000000028268,22.954430909330917,-110.25118805160528,47.78116704989066,10.37051415246384,49.111902473676096,2023-01-03 05:29:00-05:00,5.483333333333333,-1.1476190476190475
